month,ct_listings,ct_sales,homes for sale,townhomes for sale,Homes in,townhouses in,Homes near me,zillow homes for sale,selling a house,house appraisal,home values,house valuations,property value,real estate values,home value estimator,how much is my house,home worth,house prices,rexhomes,zillow,real estate agents,best realtors,for sale by owner,redfin,trulia,realtor.com,Homes in Denver,selling a house in Denver,house appraisal in Denver,for sale by owner in Denver,median_listing_price,active_listing_count,median_days_on_market,price_increased_count,price_reduced_count,pending_listing_count,median_listing_price_per_square_foot,median_square_feet,average_listing_price,pending_ratio,supply_score,demand_score,ldpviews_per_property_vs_us,MORTGAGE15US,MORTGAGE30US,MORTGAGE5US,unemployment_rate,avg_hour_salary,avg_week_salary,building_permits,building_permits_1unit
2019-04,7605,5632,56.14665974642239,53.80091834268686,49.01988839605096,33.257310417854534,61.768156126692965,45.65750068064253,72.29321120416988,50.605484981597996,74.17381274760541,74.1033471049638,60.026155187445504,34.94521502311737,18.522021075385034,8.484554647458104,20.56597631932297,69.95050794477726,66.01808714716364,65.46927374301671,52.31651105070321,40.409035409035404,43.1355051810021,100.0,44.86245829330525,42.44411212086349,32.855453006466945,34.779449167938374,41.33823343049043,50.313854431325645,523971.4286,6758.0,30.5,288.0,2820.0,7135.0,208.08130309999999,2646.571429,696670.0,1.0558,96.65551839,41.13712375,1.0194,3.6050000000000004,4.1425,3.7525,2.7,32.0087526553223,1063.5459253793401,1559.84197362355,908.968743386617
2019-05,9253,6903,58.14117298138939,31.567358556429696,54.09929889826873,34.62572289647308,72.21545117993874,53.34876123060168,70.80033399964577,40.436898967113855,35.6852715510756,85.35417040895757,100.0,56.55044651339541,12.67225074304242,23.092995336380863,64.67225454693414,49.91924980463662,70.43025486434641,78.9441340782123,50.632312965370524,40.20757020757021,41.490636903652,99.02992675947037,53.38456929767477,53.175926991065566,28.343450513178286,60.438921590000724,77.51869218096563,45.807801524435796,517575.0,7822.0,29.0,284.0,3748.0,7537.0,207.2338882,2613.5,680006.0,0.9636,96.98996656,33.44481605,0.9427,3.534,4.072,3.65,2.5,32.1905937865553,1081.21674347215,1877.5468408417896,966.128437374064
2019-06,11413,6722,65.99095425224283,53.45721113826158,55.73901845757618,31.06133420216669,72.95357942686509,49.47635901624471,80.28136939854751,49.184376113023795,51.05059926784006,29.591042452547736,31.569311246730567,39.47685097219585,54.13131586057825,75.31514060119143,56.52439272490546,47.21437874446464,89.59010296362997,75.22011173184357,37.42465429618247,5.169719169719164,31.981034069417447,87.01556967551042,34.10807069736696,43.23018520648798,32.23638076484458,38.636726982050746,35.3668736535293,12.313555522343462,517756.0,8765.0,34.0,272.0,4860.0,7410.0,206.1344239,2603.0,671383.0,0.8454,94.64882943,30.76923077,0.9403,3.2375,3.8025,3.475,2.8,32.5210982638061,1124.1961197788,1784.0765403608398,860.267058377508
2019-07,13495,7722,57.95951657151304,53.89490078139685,49.80683931892975,0.0,80.13376194030988,38.46991560032672,84.81819792009303,35.78891131425857,66.59520585727893,38.85396084066822,55.972101133391455,9.104439799860664,29.924344771683327,56.55792584383809,100.0,41.672310497525395,100.0,70.30167597765356,32.312965370523585,71.56898656898656,47.68386564023336,63.17116942329147,37.94663609036538,30.724912765059962,34.77146034466881,44.82959087275633,33.06298314535544,58.21999701091018,500050.0,9297.0,36.0,276.0,5188.0,7030.0,205.6267044,2544.5,662594.0,0.7562,95.31772575,27.090301,0.8986,3.2025,3.765,3.4650000000000003,2.6,32.5406919153265,1098.5977548419196,1932.9132173458304,1009.9302253364999
2019-08,12281,8175,56.28753614591815,56.40557450122179,42.41665474316785,33.58312291276371,81.3144624384893,39.8402758871041,63.25371321575868,55.94206339783925,23.869164033899953,31.123884797317533,47.67218831734961,47.61226170118439,66.86706295595786,64.98476243246995,5.185742767628298,58.166189111747855,68.8290333946678,57.865921787709475,33.50076823070559,42.82051282051283,38.267494206334405,46.06877819275356,36.27320338405281,32.253920779170926,18.39862869123597,29.24206089673716,38.43619313141552,34.568823793154976,499592.8571,9234.0,42.0,256.0,5276.0,6871.0,206.3142111,2495.428571,656791.0,0.7441,88.9632107,32.44147157,0.9463,3.082,3.6159999999999997,3.3600000000000003,2.6,32.412840897174895,1090.6874422254,1547.6590806831698,1165.90612784811
2019-09,11373,7009,38.153777711870596,23.0015305711446,20.392044641579584,18.55013439765412,68.21554258900953,44.557582357745744,34.19447888464352,74.51976730381102,42.86645604533362,60.171247230704786,30.57890148212729,16.815504465133973,38.135639016482045,66.17721752782018,0.0,33.62333941130501,73.51368280938027,48.22122905027936,17.327739037938755,41.208791208791226,31.13928771210145,50.820196924867794,17.745617568977462,27.251811802599782,39.11275756309361,31.48608386018455,47.23862628310731,49.802720071738214,497050.0,9166.0,42.5,272.0,5376.0,6680.0,208.2786371,2434.0,653834.0,0.7288,93.97993311,37.12374582,0.9949,3.115,3.6050000000000004,3.3825000000000003,2.3,32.8335938836907,1135.42084164183,1068.91855308099,870.549922614007
2019-10,10093,7099,22.87387854971448,6.319647700115553,11.260552296465876,6.825771768347317,62.754612349365466,41.042744350667036,38.40616381164436,30.529502552534726,14.30344516323146,57.697143883599786,46.38186573670446,10.410728988536327,8.27479059713591,41.256868449000365,40.53383244496888,26.62151601979681,60.53321849430377,38.89944134078212,21.19134854036166,40.140415140415136,15.825364268399895,38.64286753649901,0.0,22.22190268031745,40.00949149661064,18.399825594070197,16.886326194398674,71.31968315647885,495050.0,8832.0,43.0,252.0,4884.0,6321.0,208.26923080000003,2445.0,656677.0,0.7157,93.64548495,40.13377926,1.0213,3.142,3.688,3.382,2.3,32.693396275233496,1101.5640454107902,2056.97378387657,802.375327821788
2019-11,5688,5462,20.089716022836626,29.03654574259551,4.471312061811432,24.305612120224826,55.643748381297705,23.954079317542423,52.10774018876036,23.04404606434761,36.393611152901,48.24860786779236,27.28857890148213,41.84875546266389,23.351796811672525,21.892459712794963,6.182609757089993,8.069809846314143,52.018165446501996,32.094972067039066,16.428318165701455,18.58974358974359,22.930928851122772,29.218606004753354,6.538783352443524,8.29307105333789,0.0,0.0,33.39247243695349,35.039605440143475,498050.0,7550.0,51.0,204.0,3212.0,5789.0,210.47479199999998,2440.0,670458.0,0.7668,87.95986622,47.4916388,1.0735,3.1575,3.695,3.4125,2.3,32.6928886655718,1110.02389792846,1234.43892718605,881.5317453331662
2019-12,2570,5093,22.54467264773487,29.037888348862797,3.205036485906476,25.372648041052447,46.84410182970485,35.2935838097831,0.0,0.0,19.838523644751945,45.26435542781864,25.36181342632956,10.44397998606625,47.50067549311,37.756845361776854,50.54319078813532,13.134670487106035,40.844066867635,31.166480446927324,24.102351967852467,24.7252747252747,12.018859380410746,26.816704661201953,6.5356844029873935,0.0,9.264125684414822,7.697115035244579,29.126853377265235,50.0179345389329,497550.0,6430.0,60.0,232.0,1360.0,4459.0,213.3522727,2387.5,679684.0,0.6935,89.96655518,59.19732441,1.1818,3.1774999999999998,3.72,3.3925,2.3,32.9459939741579,1133.94765061771,2156.81352113851,1100.03828959166
2020-01,4538,3629,54.170682879810045,50.2497247657152,35.09801116039492,94.0620672802802,70.47487012294519,51.42027407205735,69.06075251132306,31.71079187937789,17.9078280928739,71.94778755763129,30.749782040104623,78.18734562036862,38.807079167792494,33.88050053100618,63.83814135167025,8.528262568377187,57.49128919860625,56.44692737430168,42.991372178229504,100.0,23.84992408300259,54.99345200562642,9.353662441765572,21.100310594731347,17.552185523342715,47.64188649080735,15.543023697883658,49.469436556568525,532500.0,4099.0,63.0,272.0,1368.0,3638.0,220.79313509999997,2366.0,725692.0,0.8875,90.63545151,66.88963211,1.2989,3.072,3.6239999999999997,3.3340000000000005,2.7,32.7728877342115,1119.84914458582,1578.35187665275,936.2555172108141
2020-02,4996,4174,45.47341884777927,76.91388523401629,34.454142223494074,27.22977926203471,81.69533356693428,41.26054995916145,54.11300321348146,40.816811112430244,27.880998946893268,33.4351236452907,76.39058413251962,89.58768763062893,0.0,82.36944175093512,64.80449200471986,32.987757228444906,71.82789805426141,60.52513966480444,55.247606665878756,19.743589743589748,27.838896140220033,79.87098025900956,21.258793269081785,26.396717665554622,11.485419219572348,39.873555700893824,36.528957039665464,76.7897175310118,559550.0,3707.0,38.0,208.0,1200.0,4757.0,212.41666669999998,2941.0,789310.0,1.2832,96.65551839,61.20401338,1.2553,2.9699999999999998,3.465,3.2625,2.8,32.981364383316,1144.67222970713,1491.9452367499402,873.012434816689
2020-03,7365,5270,22.218432564691803,21.137993072151662,8.962655601659776,19.612283131058078,52.20981428723775,40.21236046828207,47.28625287821654,41.780838181170566,11.353492803771047,36.5654751212502,29.734960767218823,67.9143707644563,51.0402593893542,37.88151636884153,40.28970175367215,34.38187027871851,48.94335042868888,35.53296089385464,14.183902611984381,24.24175824175827,15.36453477531238,47.0136295290294,7.300091935500539,10.579393381647968,6.13901500931442,0.029067654966880237,22.684070460017747,47.190255567179825,560045.0,4389.0,26.0,284.0,1392.0,5172.0,216.83731119999996,2819.0,788031.0,1.1784,99.66555184,51.17056856,1.1788,2.8850000000000002,3.45,3.1599999999999997,5.2,33.1095687507731,1153.07633765409,1055.4991880752802,806.5375563495538
2020-04,11882,5328,42.46681990064499,24.451545339813638,25.7261410788382,44.3267899323939,72.0592940172763,20.537253834286233,39.46256420637131,44.03419209307848,35.97989067749857,20.11855577510329,14.908456843940725,38.59490784723543,0.0,71.47804405042258,92.33022744842741,57.66084917947381,43.71843557921938,49.8882681564246,11.996217941141708,18.699633699633697,19.514663967395663,38.26938933889508,17.405766111954712,8.211587867632923,4.752831511768762,20.645301940265966,0.0,40.26303990434913,547021.5,5155.0,33.0,180.0,1068.0,4386.0,214.08941910000001,2703.0,735997.0,0.8508,97.99331104,44.81605351,1.0764,2.804,3.306,3.312,12.3,33.6410608368785,1146.57293538373,1395.82833715207,652.2260702266819
2020-05,14457,4811,74.15585378512624,54.68703847909578,64.49563599942755,38.9134153294779,82.38394856716288,57.51701606316365,71.91619645251878,49.702006411017464,74.21393109673525,59.85030836476857,39.40889276373146,78.70669453416939,46.50634963523375,95.25788428683576,66.15941734141686,47.64782495441514,50.449829698939034,79.28268156424588,58.74128353622498,26.761904761904727,64.88905463360057,67.1368288305767,24.17490470730421,38.78983089842401,15.123354039906745,25.90509410653297,8.602205043720689,40.841428784934934,549050.0,6054.0,41.0,180.0,2916.0,5175.0,216.2849873,2741.0,735361.0,0.8548,97.32441472,26.42140468,0.8989,2.6925,3.2325,3.1624999999999996,10.5,33.5656993319104,1166.26216145454,1079.23318983017,646.3389375187539
2020-06,14497,7755,95.7218061837325,98.16734244515449,79.57504650164545,54.500285085933065,90.35634302777314,75.62392231599964,69.54783532805341,82.92769796984446,82.68015646156158,45.15897251661578,31.31647776809068,43.922984356197354,77.6614428532829,61.146511520524605,50.09561785409125,59.95832247981244,58.383901656030986,88.5251396648045,50.79186857345468,17.832722832722837,81.15393836072559,68.32225833050396,27.87505035792866,49.92139269143751,24.80893050666174,19.998546617251648,24.86376885058927,32.297115528321626,545550.0,6723.0,36.0,320.0,3232.0,8622.0,226.3935292,2547.0,732842.0,1.2825,96.32107023,19.06354515,0.8288,2.6025,3.1624999999999996,3.0925,11.1,32.7239654045016,1141.85780362946,1614.4817252200598,942.962498409409
2020-07,14812,9048,100.0,100.0,88.9469165832022,69.44693328989167,100.0,100.0,75.95582095594737,60.19233052356642,81.06915400431271,0.0,49.128160418483006,50.37526125783776,38.219400162118355,59.559264902802866,88.43430849981691,56.57723365459754,45.13173863680851,100.0,57.002718354804394,21.03174603174603,100.0,83.54270747441433,21.651326866858806,58.19433260477775,25.13475800225244,53.69522563767167,55.69002661259663,28.373935136750852,544300.0,6220.0,36.0,300.0,3000.0,8649.0,231.0848417,2452.0,745875.0,1.3905,94.64882943,24.74916388,0.8702,2.52,3.016,3.022,7.9,33.1779173290862,1141.2974639287,1630.28715315146,1164.74261021326
2020-08,13601,9080,87.97953584933641,65.58900136945832,73.01187580483617,50.948928891422995,84.27306936424989,83.63916870859421,86.72857468181464,50.13890537813125,41.372047540243756,73.97161846596002,51.991281604184884,19.089239343846995,32.28857065657929,65.02285635129522,60.617650648980856,26.4964834592341,55.00371921857265,87.80111731843584,39.16912894456927,17.013431013431013,78.71393942622733,81.29213755638554,18.237317549350788,56.382530004984815,13.995707576905913,50.63004142140828,49.646432644785214,74.41488566731438,539550.0,5857.0,36.0,388.0,2552.0,8449.0,236.7075665,2300.0,756312.0,1.4425,91.63879599,29.09698997,0.9205,2.475,2.935,2.9050000000000002,7.0,33.2934983651346,1178.20941168068,2057.1575548596693,888.5799934220689
2020-09,12816,8595,63.969007192110816,9.864128245750665,38.71083130633855,28.093182373544025,79.44438519782445,54.55122969416462,70.05389539738361,48.39724563694645,31.529261320896577,54.7751631638824,35.292066259808195,20.40186205586168,29.42447987030533,62.43362423234989,86.39988607234406,17.317009637926528,44.41529969071761,70.74301675977654,76.45668360713864,56.95360195360196,62.054820063397344,49.464034534607364,3.031805551251459,42.717320449403694,9.5410790556669,7.114308553157471,32.22025091876821,82.46898819309521,522050.0,5503.0,36.0,388.0,2384.0,8257.0,244.3537639,2170.0,756533.0,1.5005,86.95652174,28.76254181,0.9268,2.3850000000000002,2.89,2.975,6.5,33.322761239671394,1151.73361895784,2108.0635734592897,1007.27563770631
