month,ct_listings,ct_sales,homes for sale,townhomes for sale,Homes in,townhouses in,Homes near me,zillow homes for sale,selling a house,house appraisal,home values,house valuations,property value,real estate values,home value estimator,how much is my house,home worth,house prices,rexhomes,zillow,real estate agents,best realtors,for sale by owner,redfin,trulia,realtor.com,Homes in Denver,selling a house in Denver,house appraisal in Denver,for sale by owner in Denver,median_listing_price,active_listing_count,median_days_on_market,price_increased_count,price_reduced_count,pending_listing_count,median_listing_price_per_square_foot,median_square_feet,average_listing_price,pending_ratio,supply_score,demand_score,ldpviews_per_property_vs_us,MORTGAGE15US,MORTGAGE30US,MORTGAGE5US,unemployment_rate,avg_hour_salary,avg_week_salary,building_permits,building_permits_1unit
2017-11,3712,5246,14.569585526803534,14.335007115813141,13.092001716983845,46.48529771116724,12.711954782979618,4.8552500226880895,33.6745021634067,5.253472634453273,44.818464470186996,91.77893539309022,26.82650392327813,21.676483627842174,50.49310997027831,0.0,22.630915083207892,23.92810627767648,8.385859139490275,8.664804469273706,0.0,48.345543345543355,3.1858501371833507,30.1256244846486,37.40431993554186,52.09747306261739,24.30956445363691,54.094905893467036,18.235965023444415,52.25676281572261,513050.0,5806.0,48.0,232.0,1956.0,440.0,190.3640159,2865.0,707561.0,0.0758,94.64882943,93.31103679,1.7731,3.2880000000000003,3.9219999999999997,3.2399999999999998,2.7,29.3258716367833,1033.30518507646,1877.6173444132894,948.0942767793301
2017-12,2381,4753,13.656113294283301,5.633575897532296,13.100586636142538,14.946648203958633,34.988345343469575,10.365731917596891,18.1169504820222,5.442241481657304,11.649365628604329,30.529908388719267,20.47253705318223,38.58382418139212,45.23642258848961,21.166366532760772,56.792936485331886,39.53737952591826,8.612927220764975,12.234636871508243,2.4642477248551984,33.262515262515265,0.0,10.356501915894668,46.61956263493345,51.88849265692704,35.98481360542286,39.991279703509896,60.75275630465089,25.274248991182198,538050.0,4455.0,61.0,212.0,864.0,353.0,193.361754,2960.0,740058.0,0.0792,89.29765886,95.65217391,1.9057,3.385,3.95,3.3925,2.7,29.475542285461106,1031.81381964595,1004.47843436065,1033.9215490086
2018-01,4144,3401,41.59190331430253,37.77691254262771,51.92445271140364,67.11737395129104,34.676792760401575,26.563209002631826,67.04283798486877,47.21002018283271,39.48397773431617,42.039398838392906,7.881429816913696,29.435049718158226,43.71115914617671,65.78704345015477,54.022053139113815,34.17556655379005,28.320870688642692,33.223463687150804,19.938541543552773,53.77899877899878,33.81902453317706,38.623466071688405,68.38348466536513,72.46826948886073,41.64925378420301,78.96955163142214,74.87644151565073,0.0,546620.0,4110.0,55.0,296.0,968.0,253.0,196.6602265,2963.0,745372.0,0.0616,94.31438127,93.31103679,1.8222,3.4825,4.032500000000001,3.4725,3.2,29.642196763517397,1033.8350444641999,2180.86038062164,1040.56288708846
2018-02,4769,3677,43.275005560910415,56.492843908595354,48.01116039490629,31.978496375335993,27.40215420710247,23.132770668844728,65.38549125781226,54.19090585302149,70.04287648563258,40.28501287348064,21.795989537925024,7.711064665273295,18.940826803566605,94.80768342799108,35.46812060056153,48.14795519666581,13.404846729045136,34.20111731843579,31.497458929204587,0.0,27.45931115313924,50.93854586021244,58.4565165742147,73.24954944591428,37.50557802506036,58.94193735920355,86.7950830059561,39.98654909580033,549500.0,4263.0,32.5,336.0,1176.0,342.0,196.85880669999997,3003.0,754814.0,0.0802,97.65886288,87.95986622,1.7063,3.7849999999999997,4.33,3.595,3.2,29.7669160368799,1036.87930522825,2213.0059523434697,1021.25284988557
2018-03,6646,5054,49.495810780751704,80.44493971697847,54.20661038775219,53.351796041378186,37.80755343621931,31.3503947726654,79.99165000885603,36.31722664133919,23.919311970312354,47.428297706724145,60.94158674803836,4.132623978719362,13.94893272088625,59.71510366163372,49.95320828416814,52.091690544412614,68.50409114042989,45.21229050279331,64.10589764803214,52.97313797313798,56.713992701313245,57.95217538924189,57.82639685146737,82.36128685915867,45.16606577465485,40.22963447423878,74.59130655176784,60.491705275743534,547545.0,4628.0,25.0,236.0,1364.0,379.0,199.2246392,2974.0,765443.0,0.0819,98.66220736,80.60200669,1.5176,3.91,4.444000000000001,3.6519999999999997,3.0,29.752216531638304,1046.54214845075,3165.0884068288397,1055.6699907615302
2018-04,7246,5480,50.972047156521064,40.138556966783966,61.34210902847329,22.772664331677124,38.86408994652565,29.380161539159612,42.23577338630089,62.60002374450903,77.82959731207058,75.2362134003952,63.27637314734085,20.678953701944387,26.69548770602541,77.28217204598988,51.35695975912436,60.572023964574186,61.90658888932389,57.494972067039136,44.83276208485992,56.92063492063495,56.354385871447256,66.09303002376677,73.52257584678794,100.0,44.328830775115264,60.15260518857643,63.25687492079585,34.755641907039305,549350.0,5085.0,24.0,300.0,1880.0,7084.0,198.5416135,2974.0,760041.0,1.3931,98.66220736,46.82274247,1.025,3.925,4.467499999999999,3.66,2.9,29.9730003701513,1061.08538027635,1601.63929405617,1114.83640107318
2018-05,8219,6619,51.60154222584708,13.395182728712966,50.837029617971105,67.99706768754582,44.777495086762436,31.568200381159805,75.5319956478833,71.22165499228305,78.62444210420739,68.34321298125862,25.353095030514396,56.29710557983407,25.506619832477714,93.72258392205765,34.52211417178665,43.64157332638706,51.4622401440708,53.15083798882677,51.069613520860436,20.085470085470085,41.410724274792905,60.53257020905079,62.955158201369755,79.41830591663788,40.972807570531,70.29285662379189,36.26283107337472,15.162158122851588,535740.5,5670.0,23.0,356.0,2452.0,7652.0,197.1720035,2919.5,740547.0,1.3496,98.3277592,45.48494983,1.0135,4.066,4.586,3.79,2.7,29.4678772016919,1032.2517644227198,1790.5047366315698,1028.13075325579
2018-06,7675,6742,52.33187513902266,26.230498643967646,53.412505365574475,44.26162743341207,36.093633358216906,23.88147744804429,69.43397181245412,42.82915825715303,45.000250739681995,46.29064127896534,66.59982563208371,41.539996199886005,60.4228586868414,52.4253128318789,62.383529316027186,88.27819744725191,29.706768977802128,58.71508379888269,41.90403025647086,91.24542124542124,56.85383980181668,61.623902604646645,66.4569710868016,39.112887764101345,45.095233710395966,44.93859457888236,27.296920542390062,65.69272156628307,525050.0,6738.0,25.0,244.0,3348.0,7422.0,196.7364532,2848.0,719399.0,1.1015,97.99331104,38.46153846,0.9571,4.04,4.57,3.8175,3.3,30.0000239932446,1047.55951331258,1397.7358497738699,956.4106938909121
2018-07,6623,6047,57.55616519611462,35.63814075884096,60.29474889111455,46.94795145393825,47.176221453708926,27.93901442962159,75.63067736140256,50.34785705805536,25.92648312521945,31.23405784084791,15.025283347864006,44.3473304199126,32.893812483112676,33.51341367687125,28.90507384953413,71.38734045324298,27.50499158282113,56.547486033519505,37.079541425363395,56.64224664224662,45.715351216003725,61.619052238444034,50.59861373660993,36.82273093293456,35.650486262121134,50.630041421408364,41.642377391965496,67.04379016589449,502545.0,7467.0,30.0,296.0,3816.0,7023.0,195.6911845,2753.0,695603.0,0.9405,97.99331104,36.4548495,0.9433,4.0075,4.5275,3.835,3.1,30.299261589457608,1055.41335862463,1262.68164193165,882.1908927612869
2018-08,6832,6220,48.8062578779564,46.967052442200725,52.5468593504078,37.24851348049198,48.38053596185193,27.125873491242398,42.486273120619344,29.63314733467885,36.17421393109669,28.932399257529497,40.82824760244115,32.88681993793148,61.92920832207512,48.102230225793114,45.11128290678278,100.0,55.666914614571496,43.11173184357543,63.40267107906866,66.37362637362638,49.12895234543565,46.02997526313237,46.69600338818476,38.7486099927144,52.68843099894457,88.19853208342418,58.01546065137495,60.90270512628904,495876.5,7798.0,34.5,260.0,4156.0,6635.0,196.2796426,2672.0,676878.0,0.8509,96.65551839,50.16722408,1.0507,4.017999999999999,4.549999999999999,3.874,3.1,30.6587298119911,1054.6441235533198,1213.2814892719,951.928541112643
2018-09,5852,4903,32.497960999480874,25.831744582583642,23.597081127486067,20.76565936303656,52.46575968555285,20.47554224521285,33.703600617393235,3.3954647987652886,39.52158868662539,43.23812945332618,25.368788142981643,38.42548609791631,33.79627127803298,35.09719721106343,29.547951336615586,57.79213336806467,46.2185334533923,27.635754189944024,8.695189693889617,32.749694749694726,36.59465650888366,36.051801911044286,33.27342031051476,29.084704168104572,34.55683918996449,12.813022309425163,7.806361677860853,66.2188013749813,492450.0,8273.0,37.0,284.0,4412.0,6159.0,196.4285714,2638.0,668335.0,0.7445,96.32107023,52.17391304,1.0968,4.08,4.6275,3.9375000000000004,3.0,30.8608217483998,1079.00704103173,2334.647911866811,900.582863955555
2018-10,5427,5063,22.529102098316827,16.100534357294435,14.94491343539849,18.00928565610492,39.03014975852769,8.13594700063527,38.61491359024315,40.94146978511218,20.20836467579352,54.47577989341956,13.478639930252841,0.0,85.93623345041881,41.666666666666714,32.21304471660497,47.335243553008574,52.64064518654815,24.178770949720644,43.34594019619431,25.65323565323565,37.428411603313705,30.174128146675077,20.938568491947894,25.3805744085279,57.69271633883223,50.44691519511663,33.24040045621594,54.09505305634435,480050.0,8464.0,37.5,240.0,4816.0,5773.0,198.3369963,2531.0,648269.0,0.6821,97.32441472,55.18394649,1.1172,4.2475000000000005,4.83,4.08,3.0,31.0284795754919,1059.2658148974401,1329.08111154312,1079.97024338482
2018-11,3934,4636,12.285904945502978,14.167181332402466,6.875089426241259,38.633216583856004,41.52866436112676,11.189763136400764,40.51896460109821,5.182239107206456,1.8479514567974604,46.865457158254,48.53530950305144,8.558173411869022,19.048905701161853,37.095396407628066,51.52988566545957,52.11252930450638,38.108287984966495,13.173184357541912,41.41354449828626,50.573870573870586,17.223835273434375,22.525100645098707,12.390632908777256,7.22420338203147,17.02802824782725,38.674514933507716,36.86478266379418,55.50739799730981,475050.0,8138.0,44.0,172.0,3660.0,5350.0,198.19075890000002,2505.5,641089.0,0.6574,95.98662207,55.51839465,1.122,4.282000000000001,4.866,4.106,3.0,31.2507525429359,1058.1837099035902,2085.99247093495,975.7112610443139
2018-12,2242,4198,19.05983539704893,0.0,10.90857061096014,1.4514946648203946,34.59223936988676,19.40829476359015,27.71690999721655,12.389884839130914,27.68166089965379,44.86677444464407,27.224062772449894,25.98644626005449,26.214536611726565,18.779147619707288,82.10115148309394,16.927324824172928,33.643659711075436,20.475977653631148,2.5682543434582072,31.841269841269828,21.800165152766386,24.624339137604903,9.093350687450332,6.36144023927296,22.83271591383988,34.49167938376574,23.78405778735268,33.56000597817965,480049.0,6562.0,57.0,236.0,1856.0,4792.0,199.4301994,2517.0,653939.0,0.7303,93.64548495,62.20735786,1.2203,4.09,4.6375,4.0225,3.1,31.4083516891188,1082.0929064909599,1878.05527618772,752.817145352455
2019-01,4562,3260,31.34129161414685,30.573829918638072,33.123479753899005,44.60373055306671,37.72757049924585,32.35774571195208,61.93795703550005,30.677905734298932,47.95271049596303,96.20980779594036,43.38273757628596,37.20944961682184,44.312348014050265,26.18668328946764,26.80148105952722,43.67283146652773,21.12124652546684,43.20670391061449,36.839617066540605,57.73504273504275,41.74369356170588,43.93461706358831,37.91048168004381,28.457762951033352,22.0004391587984,35.484339800886566,22.17082752502851,43.820056792706616,492321.0,5759.0,60.0,272.0,2108.0,4186.0,201.254764,2524.0,661290.0,0.7269,94.31438127,63.21070234,1.205,3.906,4.464,3.908,3.5,31.843238049372506,1072.13003832376,1652.24529612134,875.779015141409
2019-02,5153,3823,36.81322755245779,54.55277785236706,39.254542853054794,49.3198664168771,41.14398452139733,37.83011162537436,54.10035171174819,19.23305235664252,26.915651170954252,83.75546374468594,35.963382737576296,45.134270694787524,26.81707646582005,95.37909221037089,77.90617243764495,29.80463662412086,94.12754962220578,53.03351955307255,37.35374069258953,60.744810744810756,28.957672944247623,78.53712955328128,35.839350460194005,31.467847693546496,26.91618441836248,39.66281520238356,30.2306425041186,49.671200119563586,499800.0,5783.0,32.5,308.0,2008.0,5478.0,205.3743481,2550.5,675063.0,0.9473,98.99665552,56.18729097,1.1375,3.8,4.37,3.8674999999999997,3.1,31.358404503228,1064.02716771226,1141.0204757639199,826.8067163507152
2019-03,6168,5006,51.62749314154368,68.19365752799325,52.99184432679925,38.51592408568868,61.74682734350007,48.979036210182365,80.25100579438772,28.84957853496387,40.10330474900954,47.49176696006234,27.18918918918921,31.312939388181643,4.063766549581193,51.69229348478557,48.41925377385357,51.58218286011982,68.67791567161252,59.74748603351954,20.9065122325966,21.2039072039072,37.068804773447674,87.24838725323761,38.76062681417663,39.83665017830437,30.400413659255268,37.648426713174906,54.30490432137879,52.06247197728293,516421.4286,6201.0,35.0,252.0,2416.0,6364.0,206.90964169999998,2608.571429,689745.0,1.0263,97.99331104,49.1638796,1.0912,3.7175000000000002,4.265,3.825,3.0,32.0643694726054,1059.29728702417,1580.6379924993,769.535539696311
